Id,Collection,Type,Name,UserGroup,AgoraVolume,AgoraNumber,Text,PublishedNumber,Classification,Class,Deposit,Dimensions,Chronology,ChronologyRange,Sort,Sibling,Edges,Bibliography,Parent,AgoraLetter
Agora:Object:Agora XII:864,Agora,Object,"Agora XII, no. 864",Public,12,864,"About half missing.Ring foot, concave moulding beneath. Decoration inside: incised circle with palmettes round it, repeated. Glazed inside and out.",AV 12.864,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,R 10:6,,Ca. 425 B.C.,-425,18+0000000001 Agora 0000000012:0000000864,Agora:Object:P 20683,1,,Agora:Image:2012.76.0825,
Agora:Object:Agora XII:865,Agora,Object,"Agora XII, no. 865",Public,12,865,"Parts of rim and wall missing.Ring foot, concave moulding beneath. Sharply incurving wall, two light grooves on the outer edge. Decoration inside: circle of ovules with palmettes around, repeated.",AV 12.865,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,B 19:12,,Ca. 425 B.C.,-425,18+0000000001 Agora 0000000012:0000000865,Agora:Object:P 19386,1,,,
Agora:Object:Agora XII:866,Agora,Object,"Agora XII, no. 866",Public,12,866,"Foot missing.Slightly thickened rim, incurving. Two ridges in wall. Decoration inside: a circle of ovules within two grooves. Two circles of ovules either side of two grooves, palmettes. Glazed inside and out.For the two ridges on the wall and stamping inside cf. London 64.10-7.1638 (F 89).",AV 12.866,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,P-R 6-12,H. pres. 0.02; diam. est. 0.06.,Ca. 420 B.C.,-420,18+0000000001 Agora 0000000012:0000000866,Agora:Object:P 24046,1,,,
Agora:Object:Agora XII:867,Agora,Object,"Agora XII, no. 867",Public,12,867,"Ring foot, concave moulding beneath. Thickened rim, inturned. Glazed inside and out. Reserved: resting surface, junction of foot and wall and underside with two glazed circles and central dot.",AV 12.867,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,A-B 21-22:1,,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000867,Agora:Object:P 16952,1,,Agora:Image:2012.56.1048,
Agora:Object:Agora XII:868,Agora,Object,"Agora XII, no. 868",Public,12,868,"Ring foot, concave moulding beneath. Plain rim, rounded on top, incurving. Glazed inside and out; fired gray, green and red.",AV 12.868,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,,,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000868,Agora:Object:P 19320,1,,Agora:Image:2012.56.1048,
Agora:Object:Agora XII:869,Agora,Object,"Agora XII, no. 869",Public,12,869,"Ring foot, concave moulding beneath. Rim sloping inwards, incurving. Glazed inside and out. Reserved: the resting surface and underside with three glazed circles and a central dot. Fired red for the most part.",AV 12.869,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,M 20:3-L,H. 0.028; diam. 0.093.,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000869,Agora:Object:P 9418,1,,Agora:Image:2012.56.1048,
Agora:Object:Agora XII:870,Agora,Object,"Agora XII, no. 870",Public,12,870,"Ring foot, concave moulding beneath. Plain rim, rounded on top. Glazed inside and out; fired red to black and peeled.",AV 12.870,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,G 12:21,,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000870,Agora:Object:P 5241,1,,Agora:Drawing:DA 7900,
Agora:Object:Agora XII:871,Agora,Object,"Agora XII, no. 871",Public,12,871,"Ring foot, concave moulding beneath. Plain rim, incurving. Glazed inside and out. Reserved: resting surface and under- side with two glazed circles and central dot. Scraped line at junction of foot and wall.",AV 12.871,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,B 13:5,H. 0.023; diam. 0.09.,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000871,Agora:Object:P 10929,1,,Agora:Image:2012.56.1051,
Agora:Object:Agora XII:872,Agora,Object,"Agora XII, no. 872",Public,12,872,"Ring foot, concave moulding beneath. Plain, slightly thickened rim, just sloping inwards, incurving. Glazed inside and out; fired red inside.",AV 12.872,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,P 8:2,,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000872,Agora:Object:P 21552,1,,Agora:Image:2012.56.1051,
Agora:Object:Agora XII:873,Agora,Object,"Agora XII, no. 873",Public,12,873,Part of foot and floor preserved.Ring foot. Decoration inside: circle of enclosed ovules with palmettes outside and in. Totally glazed.,AV 12.873,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,,Max. dim. 0.062.,Ca. 400 B.C.,-400,18+0000000001 Agora 0000000012:0000000873,Agora:Object:P 7064,1,,,
Agora:Object:Agora XII:874,Agora,Object,"Agora XII, no. 874",Public,12,874,"Ring foot, concave moulding beneath, incurving rim. De- coration inside: a circle of enclosed ovules, within palmettes. Glazed inside and out.A similar pattern is found on the small bowl P 10979 B 15:1 &lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, pl. 88, 67, but there the ovules have been replaced by a palmette chain. Also from B 15:1, all with concave moulding but undecorated, are P 10544 &lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, p. 329, fig. 5, 63 and P 10983-85 &lt;i&gt;ibid.,&lt;/i&gt; p. 329, 64-66. Four others with stamping are P 5490 G 12:21, two circles of ovules with palmettes around; P 16953 A-B 21-22:1, six linked palmettes; P 18939 B 19:12, linked palmettes; and PN-P 258 &lt;i&gt;Hesperia,&lt;/i&gt; I, 1932, p. 132, fig. 19, 2, linked palmettes.",AV 12.874,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,E 16:1-POU,H. 0.025; diam. est. 0.088.,Ca. 400 B.C.,-400,18+0000000001 Agora 0000000012:0000000874,Agora:Object:P 5507,1,,,
Agora:Object:Agora XII:875,Agora,Object,"Agora XII, no. 875",Public,12,875,"Ring foot, concave moulding beneath. Low wall, rim slopes downwards and outwards, incurving. Decoration inside: enclosed ovules within palmettes. Glazed inside and out; fired gray in parts from stacking. Cracked in the firing.There are three other bowls of this shape with palmette patterns: P 9357 M 18:8 has a similar pattern to &lt;b&gt;875;&lt;/b&gt; P 16417 H 19:1 and P 2832 H 12:11-U have palmettes on one and two incised circles.",AV 12.875,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,C 19:10-U,,Ca. 400 B.C.,-400,18+0000000001 Agora 0000000012:0000000875,Agora:Object:P 18837,1,,,
Agora:Object:Agora XII:876,Agora,Object,"Agora XII, no. 876",Public,12,876,"Ring foot, concave moulding beneath. Slightly thickened rim, rounded on top, incurving. Glazed inside and out. Reserved: the resting surface, junction of foot and wall, and underside with two glazed circles and central dot.",AV 12.876,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Later and Light,D 5:1,,Ca. 380 B.C.,-380,18+0000000001 Agora 0000000012:0000000876,Agora:Object:P 22752,1,,Agora:Image:2012.56.1051,
Agora:Object:Agora XII:877,Agora,Object,"Agora XII, no. 877",Public,12,877,"Disc foot, concave beneath. Plain thick rim, rounded on top. Glazed inside and out; fired red for the most part.",AV 12.877,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Flat Foot,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Flat Foot,H 12:6,H. 0.022; diam. 0.081.,Ca. 400 B.C.,-400,18+0000000001 Agora 0000000012:0000000877,Agora:Object:P 11775,1,,Agora:Image:2016.04.0174,
Agora:Object:Agora XII:878,Agora,Object,"Agora XII, no. 878",Public,12,878,"Disc foot, concave beneath, with a suggestion of a resting surface. Low wall; plain thick rim, rounded on top. Glazed inside and out. Reserved: underneath; incised lines under- neath. Fired red and black.",AV 12.878,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Flat Foot,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Flat Foot,G 16:1,,Ca. 400 B.C.,-400,18+0000000001 Agora 0000000012:0000000878,Agora:Object:P 768,1,,Agora:Image:2012.56.1052,
Agora:Object:Agora XII:879,Agora,Object,"Agora XII, no. 879",Public,12,879,"Ring foot; broad projecting rim, sloping inwards. Glazed inside and out. Reserved: resting surface, junction of foot and wall and wall and rim, and underside with two glazed circles and central dot. Peeled in parts.",AV 12.879,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Projecting Rim,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Projecting Rim,B 19:7,,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000879,Agora:Object:P 18916,1,,Agora:Drawing:DA 7899,
Agora:Object:Agora XII:880,Agora,Object,"Agora XII, no. 880",Public,12,880,"Part of foot, wall and rim.Ring foot; low flaring wall, almost vertical at the rim which is broad, flat and projecting. Glazed inside and out. Reserved: resting surface and junction of foot and wall. A groove at the inner edge of the resting surface. Inner edge of rim scraped.",AV 12.880,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Projecting Rim,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Projecting Rim,C 19:5 (b),,400-375 B.C.,-400;-375,18+0000000001 Agora 0000000012:0000000880,Agora:Object:P 19548,1,,Agora:Drawing:DA 7887,
Agora:Object:Agora XII:881,Agora,Object,"Agora XII, no. 881",Public,12,881,"Ring foot, grooved beneath; low flaring wall almost verti- cal at the rim which is broad, flat and projecting, and grooved at inner and outer edge. Glazed inside and out.Some bowls seem to belong to the last quarter of the 4th century: P 23410 H 16:2, P 11540, P 21033.",AV 12.881,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Projecting Rim,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Projecting Rim,,H. 0.03; diam. 0.107.,Ca. 350 B.C.,-350,18+0000000001 Agora 0000000012:0000000881,Agora:Object:P 11401,1,,Agora:Image:2012.56.1052,
Agora:Object:Agora XII:882,Agora,Object,"Agora XII, no. 882",Public,12,882,"Part of wall missing.Plain rim, rounded on top, incurving. Decoration inside: palmette cross. Slight nipple on underside. Glazed inside and out. Reserved: resting surface, underside with two glazed circles and central dot, and junction of foot and wall.P 8188 B 12:5 also has glazed circles on a reserved under- side but is much shallower.",AV 12.882,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,E 6:3,H. 0.03; diam. 0.08.,Ca. 380 B.C.,-380,18+0000000001 Agora 0000000012:0000000882,Agora:Object:P 8601,1,,Agora:Image:2012.56.0973,
Agora:Object:Agora XII:883,Agora,Object,"Agora XII, no. 883",Public,12,883,"Slight nipple on underside. Glazed inside and out. Reserved: the resting surface and the junction of wall and foot. Glaze fired red.Similar, P 6366 D 15:3 &lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, p. 329, fig. 5, 155. Four bowls with broad-based foot, found at Thorikos, T 60.11-14: &lt;i&gt;B.C.H.,&lt;/i&gt; LXXXV, 1961, p. 199, fig. 24.",AV 12.883,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,B 15:2,,375-350 B.C.,-375;-350,18+0000000001 Agora 0000000012:0000000883,Agora:Object:P 19263,1,,Agora:Image:2012.56.0973,
Agora:Object:Agora XII:884,Agora,Object,"Agora XII, no. 884",Public,12,884,"Slight nipple on underside. Glazed inside and out. Re- served: resting surface and junction of foot and wall.Similar but still shallower, P 1836 G 13:4 &lt;i&gt;Hesperia,&lt;/i&gt; III, 1934, p. 318, fig. 4, A 18.",AV 12.884,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,C 12:2,H. 0.022; diam. 0.077.,375-350 B.C.,-375;-350,18+0000000001 Agora 0000000012:0000000884,Agora:Object:P 8296,1,,Agora:Image:2012.56.0973,
Agora:Object:Agora XII:885,Agora,Object,"Agora XII, no. 885",Public,12,885,"Slight nipple on underside. Reserved: resting surface and a line at junction of foot and wall. Decoration inside: four ovules on central grooved ring, surrounded by ring of palmettes crowded together.",AV 12.885,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,B 12:5,H. 0.032; diam. 0.09.,375-350 B.C.,-375;-350,18+0000000001 Agora 0000000012:0000000885,Agora:Object:P 8189,1,,Agora:Drawing:DA 7897,
Agora:Object:Agora XII:886,Agora,Object,"Agora XII, no. 886",Public,12,886,"Decoration inside: palmette cross. Glazed inside and out. Reserved: resting surface. Scraped groove at junction of foot and wall. Glaze fired red in parts.P 6960 D-E 8-9:1 &lt;i&gt;Hesperia,&lt;/i&gt; XXIV, 1955, pl. 66, 2, has five palmettes at the center of the floor.",AV 12.886,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,,,Ca. 350 B.C.,-350,18+0000000001 Agora 0000000012:0000000886,Agora:Object:P 63,1,,Agora:Image:2012.56.0975,
Agora:Object:Agora XII:887,Agora,Object,"Agora XII, no. 887",Public,12,887,"Decoration inside: palmette cross. Slight nipple on under- side. Glazed inside and out. Reserved: resting surface. A scraped groove at the junction of foot and wall, a light groove at the inner edge of the resting surface.",AV 12.887,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,O 18:2,,350-325 B.C.,-350;-325,18+0000000001 Agora 0000000012:0000000887,Agora:Object:P 12820,1,,Agora:Drawing:DA 7892,
Agora:Object:Agora XII:888,Agora,Object,"Agora XII, no. 888",Public,12,888,Rouletting on the floor. Glazed inside and out. Reserved: resting surface. A scraped groove at the junction of foot and wall.,AV 12.888,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,B 19:13,,350-325 B.C.,-350;-325,18+0000000001 Agora 0000000012:0000000888,Agora:Object:P 19809,1,,Agora:Image:2012.56.0975,
Agora:Object:Agora XII:889,Agora,Object,"Agora XII, no. 889",Public,12,889,Decoration inside: palmette cross. Slight nipple on under- side. Glazed inside and out. Reserved: resting surface with a groove at its inner edge.,AV 12.889,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,Black and Plain Pottery | Small Bowl and Saltcellar | Small Bowl | Broad Base,D 16:1,,325-310 B.C.,-325;-310,18+0000000001 Agora 0000000012:0000000889,Agora:Object:P 19361,1,,Agora:Image:2012.70.0301,
Agora:Object:Agora XII:890,Agora,Object,"Agora XII, no. 890",Public,12,890,"Center of floor missing.Recessed underside. Reserved: underside with traces of a circle near the center.P 11043, from the same deposit, forms the pair. Less plump specimens are P 12784 G 11:3-POU; P 23350 H 12:15-U; and P 2600 G 6:3-U. Four others which belong to this series are: Athens, Kerameikos inv. 1028; Berlin F 2755; London 64.10-7.1455 (F 230); Palermo.",AV 12.890,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,D 15:1,H. 0.037; diam. 0.072.,Ca. 500 B.C.,-500,18+0000000001 Agora 0000000012:0000000890,Agora:Object:P 11042,1,,Agora:Image:2012.56.1061,
Agora:Object:Agora XII:891,Agora,Object,"Agora XII, no. 891",Public,12,891,"Recessed underside. Reserved: resting surface and small disc in center of underside. Worn and peeled.Very similar are P 2558 + P 2599 G 6:3-U &lt;i&gt;Hesperia,&lt;/i&gt; XV, 1946, pl. 66, 286, and P 25964; the latter has peeled considerably and may have been banded.",AV 12.891,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,Q 12:3,H. 0.03; diam. 0.064.,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000891,Agora:Object:P 24064,1,,Agora:Image:2012.56.1061,
Agora:Object:Agora XII:892,Agora,Object,"Agora XII, no. 892",Public,12,892,"Center of floor missing.Recessed underside. Almost straight wall. Reserved: underside.Quite close, Athens, British School of Archaeology, with glazed circle in center of reserved underside.",AV 12.892,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,G 6:3-U,H. 0.044; diam. 0.072.,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000892,Agora:Object:P 2775,1,"&lt;i&gt;Hesperia,&lt;/i&gt; XV, 1946, pl. 66, 287.",Agora:Image:2012.56.0459,
Agora:Object:Agora XII:893,Agora,Object,"Agora XII, no. 893",Public,12,893,Recessed underside. Broad resting surface. Reserved: resting surface and underside with glazed circles. Graffito on underside: ΙΑ. Traces of red pigment inside.,AV 12.893,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,,,Ca. 480 B.C.,-480,18+0000000001 Agora 0000000012:0000000893,Agora:Object:P 22323,1,,Agora:Image:2012.56.1061,
Agora:Object:Agora XII:894,Agora,Object,"Agora XII, no. 894",Public,12,894,"Flat underside, reserved.Very similar is P 7301 B 12:6.",AV 12.894,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,M 18:7,H. 0.031; diam. 0.077.,480-450 B.C.,-480;-450,18+0000000001 Agora 0000000012:0000000894,Agora:Object:P 9040,1,,Agora:Image:2012.56.0507,
Agora:Object:Agora XII:895,Agora,Object,"Agora XII, no. 895",Public,12,895,"Flat underside, reserved, with a light groove near the edge.P 2347 R 13:4 &lt;i&gt;Hesperia,&lt;/i&gt; IV, 1935, p. 476, fig 1, 48 is very close and has a similar groove on the underside.",AV 12.895,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,C 19:10-U,,Ca. 425 B.C.,-425,18+0000000001 Agora 0000000012:0000000895,Agora:Object:P 18840,1,,Agora:Image:2012.56.0507,
Agora:Object:Agora XII:896,Agora,Object,"Agora XII, no. 896",Public,12,896,"Flat underside, reserved.Similar, P 5329 E 13:1. Also a pair, P 11778-9 H 12:6.",AV 12.896,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,,H. 0.022; diam. 0.065.,Ca. 425 B.C.,-425,18+0000000001 Agora 0000000012:0000000896,Agora:Object:P 5306,1,,Agora:Image:2012.56.0507,
Agora:Object:Agora XII:897,Agora,Object,"Agora XII, no. 897",Public,12,897,"Flat underside, reserved.Similar, P 16493 G 18:1-M and P 7055. Two, P 23999 Q 15:2 and P 10120 M 20:3-L, have a hole through the floor and are very battered at the rim; they were used perhaps as funnels or more likely door-knockers.",AV 12.897,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,C 19:10-L,,Ca. 425 B.C.,-425,18+0000000001 Agora 0000000012:0000000897,Agora:Object:P 18830,1,,Agora:Image:2012.56.0507,
Agora:Object:Agora XII:898,Agora,Object,"Agora XII, no. 898",Public,12,898,"Flat underside, reserved. Graffito on underside: Δ.In the latest stages of the shape, the bowls are dipped, e.g. P 10572 B 15:1 &lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, pl. 93, 71; P 786 I-J 18:1 and P 17889 N 21:9.",AV 12.898,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Convex Wall,B 19:7,,430-410 B.C.,-430;-410,18+0000000001 Agora 0000000012:0000000898,Agora:Object:P 18910,1,,Agora:Image:2012.56.0507,
Agora:Object:Agora XII:899,Agora,Object,"Agora XII, no. 899",Public,12,899,"Recessed underside. Totally glazed.Very similar is P 2635, from the same deposit, but it has a reserved underside, center missing.",AV 12.899,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,G 6:3-U,H. 0.036; diam. 0.069.,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000899,Agora:Object:P 2597,1,"&lt;i&gt;Hesperia,&lt;/i&gt; XV, 1946, pl. 66, 284.",Agora:Image:2012.56.1056,
Agora:Object:Agora XII:900,Agora,Object,"Agora XII, no. 900",Public,12,900,Recessed underside. Reserved: underside with two circles and dot.P 15032 F 19:5 is like &lt;b&gt;900&lt;/b&gt; but has a hole carefully made in the floor; see above under &lt;b&gt;897.&lt;/b&gt;,AV 12.900,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,N-P 20:1 (a),,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000900,Agora:Object:P 12957,1,,Agora:Image:2012.56.1061,
Agora:Object:Agora XII:901,Agora,Object,"Agora XII, no. 901",Public,12,901,"Recessed underside. Reserved: resting surface.Very similar is P 2634, from the same deposit.Joins P 2688",AV 12.901,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,G 6:3-U,,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000901,Agora:Object:P 2598,1,,Agora:Image:2012.56.1056,
Agora:Object:Agora XII:902,Agora,Object,"Agora XII, no. 902",Public,12,902,"Recessed underside. Reserved: underside with two glazed circles and central dot.There are a number which go closely with this shape: P 2601 G 6:3-U &lt;i&gt;Hesperia,&lt;/i&gt; XV, 1946, pl. 66, 283; P 2636 G 6:3-U, this has small holes punched in the bottom and seems to have been used as a strainer; P 2637 G 6:3-U, with an extra circle on the underside; P 14666 G 3:1, the resting surface reserved; P 8806 E 14:5, the foot lower.",AV 12.902,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,G 6:3-U,H. 0.037; diam. 0.071.,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000902,Agora:Object:P 2689,1,,Agora:Image:2012.56.1056,
Agora:Object:Agora XII:903,Agora,Object,"Agora XII, no. 903",Public,12,903,Recessed underside. All glazed; the resting surface worn. Dipped.P 15045 N 21:7 is close.,AV 12.903,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,G 13:1,,Ca. 475 B.C.,-475,18+0000000001 Agora 0000000012:0000000903,Agora:Object:P 16817,1,,Agora:Image:2012.56.1056,
Agora:Object:Agora XII:904,Agora,Object,"Agora XII, no. 904",Public,12,904,Recessed underside. Reserved: underside with two glazed circles and central dot.,AV 12.904,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,G 18:1-L,,475-450 B.C.,-475;-450,18+0000000001 Agora 0000000012:0000000904,Agora:Object:P 15354,1,,Agora:Image:2012.56.1061,
Agora:Object:Agora XII:905,Agora,Object,"Agora XII, no. 905",Public,12,905,Recessed underside. Totally glazed; resting surface worn. Small.,AV 12.905,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,N 7:3,,Ca. 450 B.C.,-450,18+0000000001 Agora 0000000012:0000000905,Agora:Object:P 21898,1,,Agora:Image:2012.56.1055,
Agora:Object:Agora XII:906,Agora,Object,"Agora XII, no. 906",Public,12,906,Recessed underside. Reserved: underside with two glazed circles and central dot.,AV 12.906,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,N 7:3,,Ca. 450 B.C.,-450,18+0000000001 Agora 0000000012:0000000906,Agora:Object:P 21897,1,,Agora:Image:2012.56.1055,
Agora:Object:Agora XII:907,Agora,Object,"Agora XII, no. 907",Public,12,907,"Recessed underside. Reserved: underside with glazed circle and dot.P 16014, from the same deposit, forms the pair. Similar is P 9043 M 18:7; P 16015 F 19:4 is slightly less rounded.",AV 12.907,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,F 19:4,,Ca. 450 B.C.,-450,18+0000000001 Agora 0000000012:0000000907,Agora:Object:P 16013,1,,Agora:Image:2012.56.1055,
Agora:Object:Agora XII:908,Agora,Object,"Agora XII, no. 908",Public,12,908,"Recessed underside. Reserved: resting surface and under- side with central dot.From the same deposit, P 16017 and P 16018 vary slightly. Other contemporary pieces are P 2346 R 13:4 &lt;i&gt;Hesperia,&lt;/i&gt; IV, 1935, p. 508, 47 and P 9475 C 9:6 &lt;i&gt;Hesperia,&lt;/i&gt; Suppl. V, 1941, p. 138, fig. 64, 23. Also with similar steep wall, P 10297, Len. &lt;i&gt;Hesperia,&lt;/i&gt; XXXII, 1963, pl. 47, 24.",AV 12.908,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,F 19:4,,Ca. 450 B.C.,-450,18+0000000001 Agora 0000000012:0000000908,Agora:Object:P 16016,1,,Agora:Image:2012.56.1060,
Agora:Object:Agora XII:909,Agora,Object,"Agora XII, no. 909",Public,12,909,"Flat underside, reserved.",AV 12.909,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,Black and Plain Pottery | Small Bowl and Saltcellar | Saltcellar | Echinus Wall,G 6:3-U,H. 0.034; diam. 0.07.,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000909,Agora:Object:P 2602,1,"&lt;i&gt;Hesperia,&lt;/i&gt; XV, 1946, pl. 66, 285.",Agora:Image:2012.56.0458,
